4.697297173392349645e-01,3.191369529599854288e-06,2.475258972561583771e-06,4.143846342606801736e-01,1.158799817715827074e-01
4.697266484678884746e-01,1.381932069599157042e-06,3.693253652526580769e-07,4.144044874873780704e-01,1.158671127872986373e-01
4.697005842703090850e-01,4.836832995944046542e-06,7.574001229204925795e-07,4.144760159920223286e-01,1.158178055045497312e-01
4.697507915215548557e-01,3.411616761629418115e-06,1.485340422979680511e-06,4.143205229591807592e-01,1.159237885620798131e-01
4.697506570618765198e-01,6.062076583465735372e-07,4.492760034930954505e-06,4.143239985432590755e-01,1.159202454271711369e-01
4.697393017080542243e-01,7.346737428694035221e-06,3.775841872207900613e-06,4.143435301599882603e-01,1.159060455526566696e-01
4.697315821313425288e-01,2.003061723154345173e-06,2.368938366407787003e-06,4.143818406356333250e-01,1.158822052329346319e-01
4.697291743715669710e-01,5.019225154391012990e-06,4.939923056894959462e-06,4.143765993453982777e-01,1.158842671348235126e-01
4.697242166993048640e-01,3.081321599471832652e-06,3.987647085551402531e-06,4.143982045458075580e-01,1.158705097862026134e-01
4.697281435857255660e-01,8.130623954047956457e-06,3.144607000624290297e-06,4.143777796217884002e-01,1.158828015615314538e-01
4.697073482141796430e-01,2.934863098904680552e-06,1.149645265078271513e-06,4.144593333394366863e-01,1.158292339380197628e-01
4.697204811368997368e-01,1.748902990415548796e-06,3.673941639069460141e-06,4.144148851561963443e-01,1.158592108622744365e-01
4.697288572978522980e-01,4.431325907167623047e-06,3.425957337275678343e-06,4.143826845785603674e-01,1.158806008403429344e-01
4.697417985564186771e-01,6.127692119880393873e-06,4.774910429773654742e-06,4.143285709964520391e-01,1.159187278445796554e-01
4.697370940822580554e-01,9.049297961708627370e-07,1.775720577152479056e-06,4.143673694545703112e-01,1.158928558127983732e-01
4.697186949157259317e-01,1.921982703482342932e-06,2.329483472082933492e-06,4.144202355393951098e-01,1.158568180787034052e-01
4.697232757793184943e-01,2.125743501464674621e-07,1.035093015895686410e-05,4.143951750125601241e-01,1.158709857036123170e-01
4.697352951824916856e-01,1.429474180608889605e-06,4.198903292873818904e-06,4.143637415484421327e-01,1.158953348915926773e-01
4.697571812006800518e-01,5.327964133123367678e-06,3.588158145248490573e-06,4.142933442299559510e-01,1.159405584470856732e-01
4.697101027379617655e-01,3.030994638999027611e-06,1.819644369353292599e-06,4.144496141778903908e-01,1.158354324451395523e-01
4.697340314544952156e-01,4.398615889974022720e-06,3.188594576505065493e-06,4.143698164103614134e-01,1.158885649246769456e-01
4.697493383980869130e-01,8.839290162289601313e-06,1.169713468135455964e-06,4.143159828712196791e-01,1.159246697270630427e-01
4.697213372310538038e-01,3.118220249652109632e-06,1.959266066300429422e-06,4.144115418099461046e-01,1.158620434726841952e-01
4.697317135273633149e-01,5.881360204029697170e-06,2.417036960988083554e-06,4.143739508106362157e-01,1.158860372648355119e-01
4.697133173092267189e-01,3.694756168215707106e-06,4.694100449711106096e-06,4.144288939370411873e-01,1.158493998971142080e-01
4.697219980777419535e-01,8.290737938432004870e-07,2.078415840645574363e-06,4.144171693812219726e-01,1.158579250514016057e-01
4.697557312757755787e-01,7.175292419689375834e-06,1.264580505139589379e-06,4.142992369324253743e-01,1.159365919188742322e-01
4.697451210352669992e-01,5.027877811118534473e-06,4.797409070442329165e-06,4.143266060343228085e-01,1.159184476435286409e-01
4.697366620476353116e-01,4.733579924190514970e-06,2.501835286489784746e-06,4.143581859641764509e-01,1.158979165729776550e-01
4.697472522827856878e-01,4.560003706056222725e-06,3.709667014758538564e-06,4.143218368553177045e-01,1.159226411911758459e-01
4.697293058020102219e-01,4.562412240633942402e-06,6.516324432672856805e-07,4.143888648763497939e-01,1.158766152769561131e-01
4.697259883996438568e-01,2.391990539527220216e-06,4.969985766615808295e-06,4.143907630829345434e-01,1.158758865411154415e-01
4.697155872257040565e-01,1.101690572071536244e-06,3.495679599304097163e-06,4.144272633810268669e-01,1.158525520230977712e-01
4.697531092737595726e-01,9.786266630438858867e-06,3.248032323604589788e-06,4.142968975506450269e-01,1.159369588766414605e-01
4.697293858259130594e-01,1.366439099231163563e-06,2.442127132313827021e-06,4.143920210057135955e-01,1.158747846021418726e-01
4.697418597824725151e-01,5.414213169266609120e-06,1.893505812846234693e-06,4.143371013440180217e-01,1.159137311545274107e-01
4.697385780291760682e-01,6.580386547796995467e-06,2.131546013988622328e-06,4.143524275895032472e-01,1.159002824487590233e-01
4.697369762306300434e-01,4.470254931412247008e-06,2.692707946070781768e-06,4.143611371778333496e-01,1.158947236286591298e-01
4.697417154023635355e-01,5.604787336385458345e-06,4.225711928805312880e-07,4.143474642721058365e-01,1.159047929670014021e-01
4.697381973898548391e-01,2.840799302507009553e-06,8.575944430395783707e-07,4.143621832311018549e-01,1.158959209852977873e-01
4.697597101369167527e-01,6.183962690214136253e-06,5.223683665729448251e-07,4.142924564525913289e-01,1.159411270794352133e-01
4.697228086494862342e-01,2.973017784252134058e-06,1.374270939220274996e-06,4.144103706113199115e-01,1.158624734504704046e-01
4.697150762033998062e-01,1.487485118050505570e-06,3.260883888550978398e-06,4.144283741744909655e-01,1.158518012531026820e-01
4.697270636448641623e-01,2.051470084701634315e-06,2.065444719362883595e-06,4.143952706093003702e-01,1.158735488310314310e-01
4.697482457574782000e-01,3.511829959016582713e-06,2.245146120261428584e-06,4.143256620311058236e-01,1.159203352353367217e-01
4.697270108755220441e-01,2.928211981851873237e-06,6.082725385652430815e-06,4.143870671225908797e-01,1.158769110645196249e-01
4.697040983959526184e-01,1.002301800540050300e-06,3.472656058194704779e-06,4.144672160293226826e-01,1.158242106168659302e-01
4.697153779386874506e-01,4.525080463910955192e-07,2.774349815102927872e-06,4.144341794169709159e-01,1.158472157864801622e-01
4.697332467219804686e-01,9.961027657864972957e-06,1.803731487352163225e-06,4.143594822337803851e-01,1.158955062850939161e-01
4.697155588611447441e-01,1.598035318205187582e-06,1.503083485943563548e-06,4.144350294472480822e-01,1.158463105728030629e-01
4.697164715291105574e-01,1.198927176450013970e-06,1.077390281853515133e-07,4.144384557964347904e-01,1.158437660082500681e-01
4.697192532320070280e-01,1.111690840609397960e-06,3.063848219566270643e-06,4.144231184640293497e-01,1.158534527649035251e-01
4.697217977670710143e-01,2.099033082910042119e-06,3.886986227516499011e-06,4.144107664807530900e-01,1.158614497328655096e-01
4.697240973773508244e-01,2.452960172850723475e-06,4.170198277368521910e-06,4.144023229985061008e-01,1.158669564656929496e-01
4.697209896608345314e-01,5.504258809102336770e-06,1.076161638005883251e-05,4.143851796050822545e-01,1.158775648588941110e-01
4.697335303360185010e-01,5.177930314709041611e-06,2.256595108045539627e-06,4.143698003702234178e-01,1.158892347683353474e-01
4.696927494523097657e-01,2.687542260584437152e-06,1.169594111120579497e-07,4.145016196942000741e-01,1.158028263518184608e-01
4.697277108161563852e-01,2.549712180395674129e-06,6.613952982218216465e-07,4.143922199893146363e-01,1.158768580870505049e-01
4.697381180558616864e-01,6.564022913372390163e-06,1.198832879018019577e-06,4.143544568038905473e-01,1.158996622844554319e-01
4.697361019940639038e-01,3.969846710075325706e-06,2.925890450870445462e-06,4.143646955935068599e-01,1.158923066752683140e-01
4.697450385402244244e-01,9.649398386344341938e-06,4.061903027848323923e-06,4.143201764200331594e-01,1.159210737383283840e-01
4.697252278460150032e-01,8.633244600463984098e-07,5.655061755290781477e-07,4.144086052141157106e-01,1.158647381092337558e-01
4.697499784956978841e-01,8.429442565734549786e-06,1.142459852310980649e-06,4.143145040664170109e-01,1.159259455354671314e-01
4.696155958665784724e-01,9.080264417526365018e-06,1.703683212585482528e-05,4.146762307147738302e-01,1.156820563221043485e-01
